Team,Att,Rush Yds,YPC,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM,year
49ers,                    439                  ,                    1760                  ,                    4                  ,                    17                  ,                    11                  ,                    1                  ,                    73T                  ,                    97                  ,                    22.1                  ,                    11                  ,2021
Cardinals,                    426                  ,                    1952                  ,                    4.6                  ,                    10                  ,                    8                  ,                    2                  ,                    62T                  ,                    109                  ,                    25.6                  ,                    6                  ,2021
Patriots,                    464                  ,                    2103                  ,                    4.5                  ,                    9                  ,                    13                  ,                    3                  ,                    75                  ,                    111                  ,                    23.9                  ,                    6                  ,2021
Browns,                    437                  ,                    1857                  ,                    4.2                  ,                    13                  ,                    9                  ,                    2                  ,                    57T                  ,                    108                  ,                    24.7                  ,                    6                  ,2021
FootballTeam,                    430                  ,                    1775                  ,                    4.1                  ,                    14                  ,                    8                  ,                    2                  ,                    46                  ,                    101                  ,                    23.5                  ,                    6                  ,2021
Bears,                    483                  ,                    2127                  ,                    4.4                  ,                    14                  ,                    12                  ,                    0                  ,                    39                  ,                    116                  ,                    24                  ,                    5                  ,2021
Cowboys,                    429                  ,                    1918                  ,                    4.5                  ,                    13                  ,                    14                  ,                    0                  ,                    33                  ,                    99                  ,                    23.1                  ,                    3                  ,2021
Bills,                    442                  ,                    1866                  ,                    4.2                  ,                    19                  ,                    12                  ,                    4                  ,                    76T                  ,                    108                  ,                    24.4                  ,                    7                  ,2021
Panthers,                    474                  ,                    1935                  ,                    4.1                  ,                    16                  ,                    9                  ,                    2                  ,                    55T                  ,                    112                  ,                    23.6                  ,                    9                  ,2021
Broncos,                    441                  ,                    1892                  ,                    4.3                  ,                    9                  ,                    10                  ,                    0                  ,                    35                  ,                    99                  ,                    22.4                  ,                    4                  ,2021
Vikings,                    475                  ,                    2222                  ,                    4.7                  ,                    15                  ,                    9                  ,                    1                  ,                    49                  ,                    131                  ,                    27.6                  ,                    4                  ,2021
Packers,                    395                  ,                    1855                  ,                    4.7                  ,                    13                  ,                    8                  ,                    0                  ,                    38                  ,                    120                  ,                    30.4                  ,                    5                  ,2021
Dolphins,                    425                  ,                    1867                  ,                    4.4                  ,                    16                  ,                    13                  ,                    1                  ,                    46T                  ,                    106                  ,                    24.9                  ,                    6                  ,2021
Bengals,                    407                  ,                    1742                  ,                    4.3                  ,                    15                  ,                    8                  ,                    2                  ,                    70T                  ,                    107                  ,                    26.3                  ,                    6                  ,2021
Chiefs,                    419                  ,                    1999                  ,                    4.8                  ,                    15                  ,                    11                  ,                    1                  ,                    47T                  ,                    121                  ,                    28.9                  ,                    10                  ,2021
Lions,                    518                  ,                    2296                  ,                    4.4                  ,                    19                  ,                    14                  ,                    1                  ,                    48                  ,                    135                  ,                    26.1                  ,                    3                  ,2021
Chargers,                    509                  ,                    2361                  ,                    4.6                  ,                    22                  ,                    13                  ,                    1                  ,                    52T                  ,                    144                  ,                    28.3                  ,                    4                  ,2021
Texans,                    523                  ,                    2418                  ,                    4.6                  ,                    25                  ,                    9                  ,                    2                  ,                    83                  ,                    135                  ,                    25.8                  ,                    10                  ,2021
Rams,                    443                  ,                    1754                  ,                    4                  ,                    18                  ,                    4                  ,                    2                  ,                    54                  ,                    111                  ,                    25.1                  ,                    6                  ,2021
Giants,                    492                  ,                    2193                  ,                    4.5                  ,                    15                  ,                    5                  ,                    1                  ,                    70T                  ,                    126                  ,                    25.6                  ,                    3                  ,2021
Raiders,                    462                  ,                    1943                  ,                    4.2                  ,                    18                  ,                    13                  ,                    1                  ,                    51T                  ,                    109                  ,                    23.6                  ,                    7                  ,2021
Seahawks,                    509                  ,                    1932                  ,                    3.8                  ,                    16                  ,                    8                  ,                    1                  ,                    60T                  ,                    124                  ,                    24.4                  ,                    5                  ,2021
Steelers,                    498                  ,                    2483                  ,                    5                  ,                    17                  ,                    24                  ,                    3                  ,                    49                  ,                    144                  ,                    28.9                  ,                    7                  ,2021
Falcons,                    519                  ,                    2242                  ,                    4.3                  ,                    19                  ,                    7                  ,                    0                  ,                    27                  ,                    143                  ,                    27.6                  ,                    8                  ,2021
Jaguars,                    493                  ,                    2127                  ,                    4.3                  ,                    22                  ,                    12                  ,                    1                  ,                    52T                  ,                    124                  ,                    25.2                  ,                    4                  ,2021
Buccaneers,                    366                  ,                    1573                  ,                    4.3                  ,                    11                  ,                    11                  ,                    1                  ,                    55                  ,                    94                  ,                    25.7                  ,                    4                  ,2021
Jets,                    525                  ,                    2351                  ,                    4.5                  ,                    28                  ,                    16                  ,                    3                  ,                    78T                  ,                    129                  ,                    24.6                  ,                    10                  ,2021
Falcons,                    500                  ,                    2214                  ,                    4.4                  ,                    15                  ,                    10                  ,                    2                  ,                    57                  ,                    136                  ,                    27.2                  ,                    6                  ,2022
Bears,                    542                  ,                    2674                  ,                    4.9                  ,                    31                  ,                    20                  ,                    4                  ,                    58                  ,                    151                  ,                    27.9                  ,                    13                  ,2022
Eagles,                    446                  ,                    2068                  ,                    4.6                  ,                    15                  ,                    8                  ,                    1                  ,                    50                  ,                    115                  ,                    25.8                  ,                    7                  ,2022
Commanders,                    441                  ,                    1926                  ,                    4.4                  ,                    10                  ,                    14                  ,                    4                  ,                    71T                  ,                    102                  ,                    23.1                  ,                    3                  ,2022
Browns,                    488                  ,                    2295                  ,                    4.7                  ,                    22                  ,                    15                  ,                    3                  ,                    71                  ,                    129                  ,                    26.4                  ,                    9                  ,2022
Cowboys,                    497                  ,                    2198                  ,                    4.4                  ,                    9                  ,                    9                  ,                    0                  ,                    36T                  ,                    119                  ,                    23.9                  ,                    10                  ,2022
Ravens,                    406                  ,                    1566                  ,                    3.9                  ,                    11                  ,                    5                  ,                    0                  ,                    31                  ,                    91                  ,                    22.4                  ,                    3                  ,2022
Giants,                    469                  ,                    2451                  ,                    5.2                  ,                    16                  ,                    16                  ,                    5                  ,                    49                  ,                    134                  ,                    28.6                  ,                    7                  ,2022
49ers,                    389                  ,                    1321                  ,                    3.4                  ,                    11                  ,                    2                  ,                    0                  ,                    25T                  ,                    77                  ,                    19.8                  ,                    5                  ,2022
Steelers,                    442                  ,                    1838                  ,                    4.2                  ,                    7                  ,                    12                  ,                    1                  ,                    44                  ,                    95                  ,                    21.5                  ,                    6                  ,2022
Titans,                    390                  ,                    1307                  ,                    3.4                  ,                    9                  ,                    5                  ,                    1                  ,                    68                  ,                    93                  ,                    23.8                  ,                    12                  ,2022
Panthers,                    488                  ,                    2085                  ,                    4.3                  ,                    17                  ,                    16                  ,                    2                  ,                    52                  ,                    125                  ,                    25.6                  ,                    6                  ,2022
Lions,                    477                  ,                    2491                  ,                    5.2                  ,                    22                  ,                    22                  ,                    4                  ,                    67T                  ,                    135                  ,                    28.3                  ,                    5                  ,2022
Saints,                    492                  ,                    2218                  ,                    4.5                  ,                    14                  ,                    10                  ,                    3                  ,                    69T                  ,                    122                  ,                    24.8                  ,                    7                  ,2022
Packers,                    479                  ,                    2372                  ,                    5                  ,                    18                  ,                    17                  ,                    3                  ,                    55T                  ,                    129                  ,                    26.9                  ,                    6                  ,2022
Jaguars,                    470                  ,                    1951                  ,                    4.2                  ,                    14                  ,                    10                  ,                    1                  ,                    50                  ,                    114                  ,                    24.3                  ,                    9                  ,2022
Broncos,                    438                  ,                    1866                  ,                    4.3                  ,                    12                  ,                    9                  ,                    3                  ,                    62T                  ,                    109                  ,                    24.9                  ,                    7                  ,2022
Colts,                    511                  ,                    2109                  ,                    4.1                  ,                    20                  ,                    14                  ,                    3                  ,                    61T                  ,                    127                  ,                    24.8                  ,                    3                  ,2022
Cardinals,                    446                  ,                    2016                  ,                    4.5                  ,                    21                  ,                    15                  ,                    1                  ,                    44                  ,                    124                  ,                    27.8                  ,                    11                  ,2022
Bills,                    387                  ,                    1673                  ,                    4.3                  ,                    10                  ,                    8                  ,                    2                  ,                    81T                  ,                    103                  ,                    26.6                  ,                    9                  ,2022
Raiders,                    460                  ,                    2087                  ,                    4.5                  ,                    20                  ,                    13                  ,                    1                  ,                    66T                  ,                    126                  ,                    27.4                  ,                    7                  ,2022
Patriots,                    441                  ,                    1793                  ,                    4.1                  ,                    7                  ,                    8                  ,                    0                  ,                    38                  ,                    90                  ,                    20.4                  ,                    5                  ,2022
Seahawks,                    525                  ,                    2554                  ,                    4.9                  ,                    21                  ,                    17                  ,                    7                  ,                    86T                  ,                    130                  ,                    24.8                  ,                    6                  ,2022
Chiefs,                    419                  ,                    1823                  ,                    4.4                  ,                    10                  ,                    7                  ,                    1                  ,                    56                  ,                    102                  ,                    24.3                  ,                    4                  ,2022
Rams,                    455                  ,                    1956                  ,                    4.3                  ,                    12                  ,                    10                  ,                    2                  ,                    72T                  ,                    106                  ,                    23.3                  ,                    5                  ,2022
Jets,                    492                  ,                    2068                  ,                    4.2                  ,                    14                  ,                    11                  ,                    1                  ,                    60                  ,                    117                  ,                    23.8                  ,                    4                  ,2022
Vikings,                    463                  ,                    2093                  ,                    4.5                  ,                    18                  ,                    12                  ,                    3                  ,                    48                  ,                    113                  ,                    24.4                  ,                    6                  ,2022
Chargers,                    457                  ,                    2478                  ,                    5.4                  ,                    17                  ,                    18                  ,                    7                  ,                    75T                  ,                    119                  ,                    26                  ,                    6                  ,2022
Bengals,                    407                  ,                    1706                  ,                    4.2                  ,                    12                  ,                    6                  ,                    1                  ,                    44T                  ,                    102                  ,                    25.1                  ,                    4                  ,2022
Texans,                    573                  ,                    2894                  ,                    5                  ,                    25                  ,                    19                  ,                    5                  ,                    62T                  ,                    150                  ,                    26.2                  ,                    14                  ,2022
Dolphins,                    422                  ,                    1751                  ,                    4.2                  ,                    15                  ,                    8                  ,                    5                  ,                    79T                  ,                    98                  ,                    23.2                  ,                    6                  ,2022
Buccaneers,                    458                  ,                    2052                  ,                    4.5                  ,                    12                  ,                    16                  ,                    2                  ,                    60                  ,                    103                  ,                    22.5                  ,                    6                  ,2022
Ravens,                    415                  ,                    1860                  ,                    4.5                  ,                    6                  ,                    10                  ,                    3                  ,                    63                  ,                    96                  ,                    23.1                  ,                    4                  ,2023
Bears,                    388                  ,                    1468                  ,                    3.8                  ,                    8                  ,                    6                  ,                    0                  ,                    36                  ,                    88                  ,                    22.7                  ,                    6                  ,2023
Falcons,                    499                  ,                    2009                  ,                    4                  ,                    11                  ,                    14                  ,                    0                  ,                    38                  ,                    105                  ,                    21                  ,                    9                  ,2023
Browns,                    420                  ,                    1793                  ,                    4.3                  ,                    15                  ,                    18                  ,                    3                  ,                    74T                  ,                    87                  ,                    20.7                  ,                    5                  ,2023
Bills,                    409                  ,                    1880                  ,                    4.6                  ,                    14                  ,                    13                  ,                    2                  ,                    83                  ,                    96                  ,                    23.5                  ,                    4                  ,2023
Eagles,                    410                  ,                    1758                  ,                    4.3                  ,                    13                  ,                    8                  ,                    0                  ,                    29                  ,                    111                  ,                    27.1                  ,                    5                  ,2023
Lions,                    408                  ,                    1509                  ,                    3.7                  ,                    15                  ,                    5                  ,                    0                  ,                    37                  ,                    91                  ,                    22.3                  ,                    4                  ,2023
49ers,                    369                  ,                    1525                  ,                    4.1                  ,                    10                  ,                    10                  ,                    2                  ,                    49T                  ,                    97                  ,                    26.3                  ,                    4                  ,2023
Steelers,                    454                  ,                    1956                  ,                    4.3                  ,                    9                  ,                    9                  ,                    3                  ,                    69                  ,                    95                  ,                    20.9                  ,                    8                  ,2023
Saints,                    462                  ,                    2038                  ,                    4.4                  ,                    10                  ,                    11                  ,                    3                  ,                    48                  ,                    100                  ,                    21.6                  ,                    4                  ,2023
Colts,                    518                  ,                    2105                  ,                    4.1                  ,                    22                  ,                    11                  ,                    1                  ,                    69T                  ,                    123                  ,                    23.8                  ,                    7                  ,2023
Rams,                    433                  ,                    1816                  ,                    4.2                  ,                    14                  ,                    10                  ,                    1                  ,                    51                  ,                    108                  ,                    24.9                  ,                    7                  ,2023
Cardinals,                    521                  ,                    2434                  ,                    4.7                  ,                    19                  ,                    12                  ,                    1                  ,                    56                  ,                    141                  ,                    27.1                  ,                    4                  ,2023
Cowboys,                    459                  ,                    1910                  ,                    4.2                  ,                    14                  ,                    9                  ,                    2                  ,                    45T                  ,                    108                  ,                    23.5                  ,                    8                  ,2023
Dolphins,                    433                  ,                    1650                  ,                    3.8                  ,                    15                  ,                    6                  ,                    2                  ,                    55                  ,                    109                  ,                    25.2                  ,                    5                  ,2023
Giants,                    475                  ,                    2251                  ,                    4.7                  ,                    24                  ,                    15                  ,                    1                  ,                    76T                  ,                    134                  ,                    28.2                  ,                    6                  ,2023
Jaguars,                    421                  ,                    1752                  ,                    4.2                  ,                    15                  ,                    13                  ,                    1                  ,                    69                  ,                    99                  ,                    23.5                  ,                    4                  ,2023
Broncos,                    469                  ,                    2331                  ,                    5                  ,                    15                  ,                    17                  ,                    5                  ,                    72T                  ,                    119                  ,                    25.4                  ,                    12                  ,2023
Panthers,                    508                  ,                    2081                  ,                    4.1                  ,                    25                  ,                    12                  ,                    3                  ,                    62T                  ,                    122                  ,                    24                  ,                    4                  ,2023
Titans,                    480                  ,                    1831                  ,                    3.8                  ,                    10                  ,                    7                  ,                    1                  ,                    56T                  ,                    103                  ,                    21.5                  ,                    3                  ,2023
Texans,                    468                  ,                    1643                  ,                    3.5                  ,                    19                  ,                    5                  ,                    1                  ,                    49T                  ,                    110                  ,                    23.5                  ,                    5                  ,2023
Packers,                    493                  ,                    2181                  ,                    4.4                  ,                    15                  ,                    16                  ,                    1                  ,                    40                  ,                    120                  ,                    24.3                  ,                    5                  ,2023
Buccaneers,                    422                  ,                    1620                  ,                    3.8                  ,                    11                  ,                    5                  ,                    0                  ,                    29                  ,                    101                  ,                    23.9                  ,                    8                  ,2023
Chargers,                    467                  ,                    1924                  ,                    4.1                  ,                    18                  ,                    11                  ,                    1                  ,                    75T                  ,                    110                  ,                    23.6                  ,                    8                  ,2023
Chiefs,                    432                  ,                    1925                  ,                    4.5                  ,                    10                  ,                    7                  ,                    4                  ,                    63T                  ,                    107                  ,                    24.8                  ,                    7                  ,2023
Patriots,                    480                  ,                    1584                  ,                    3.3                  ,                    14                  ,                    6                  ,                    3                  ,                    50T                  ,                    100                  ,                    20.8                  ,                    11                  ,2023
Raiders,                    479                  ,                    2015                  ,                    4.2                  ,                    15                  ,                    10                  ,                    1                  ,                    51                  ,                    117                  ,                    24.4                  ,                    6                  ,2023
Vikings,                    446                  ,                    1678                  ,                    3.8                  ,                    14                  ,                    2                  ,                    1                  ,                    43                  ,                    104                  ,                    23.3                  ,                    7                  ,2023
Jets,                    517                  ,                    2108                  ,                    4.1                  ,                    14                  ,                    10                  ,                    2                  ,                    48T                  ,                    111                  ,                    21.5                  ,                    13                  ,2023
Bengals,                    456                  ,                    2145                  ,                    4.7                  ,                    17                  ,                    17                  ,                    1                  ,                    41                  ,                    127                  ,                    27.8                  ,                    6                  ,2023
Seahawks,                    515                  ,                    2352                  ,                    4.6                  ,                    24                  ,                    18                  ,                    4                  ,                    72                  ,                    143                  ,                    27.8                  ,                    3                  ,2023
Commanders,                    480                  ,                    2155                  ,                    4.5                  ,                    15                  ,                    14                  ,                    1                  ,                    64T                  ,                    121                  ,                    25.2                  ,                    8                  ,2023
Eagles,                    416                  ,                    1771                  ,                    4.3                  ,                    9                  ,                    6                  ,                    0                  ,                    39                  ,                    108                  ,                    26                  ,                    15                  ,2024
Ravens,                    383                  ,                    1361                  ,                    3.6                  ,                    12                  ,                    3                  ,                    0                  ,                    25T                  ,                    69                  ,                    18                  ,                    5                  ,2024
Lions,                    369                  ,                    1672                  ,                    4.5                  ,                    18                  ,                    9                  ,                    2                  ,                    58                  ,                    86                  ,                    23.3                  ,                    7                  ,2024
Steelers,                    412                  ,                    1678                  ,                    4.1                  ,                    14                  ,                    10                  ,                    3                  ,                    45T                  ,                    108                  ,                    26.2                  ,                    6                  ,2024
Packers,                    426                  ,                    1689                  ,                    4                  ,                    13                  ,                    9                  ,                    0                  ,                    39T                  ,                    104                  ,                    24.4                  ,                    6                  ,2024
Commanders,                    490                  ,                    2337                  ,                    4.8                  ,                    18                  ,                    14                  ,                    2                  ,                    68T                  ,                    122                  ,                    24.9                  ,                    9                  ,2024
Colts,                    531                  ,                    2241                  ,                    4.2                  ,                    18                  ,                    11                  ,                    3                  ,                    65T                  ,                    127                  ,                    23.9                  ,                    7                  ,2024
Falcons,                    458                  ,                    2051                  ,                    4.5                  ,                    11                  ,                    8                  ,                    1                  ,                    56                  ,                    131                  ,                    28.6                  ,                    9                  ,2024
Bills,                    435                  ,                    1963                  ,                    4.5                  ,                    13                  ,                    11                  ,                    3                  ,                    87T                  ,                    109                  ,                    25.1                  ,                    11                  ,2024
Buccaneers,                    389                  ,                    1663                  ,                    4.3                  ,                    13                  ,                    9                  ,                    3                  ,                    81                  ,                    94                  ,                    24.2                  ,                    10                  ,2024
Cardinals,                    465                  ,                    2149                  ,                    4.6                  ,                    18                  ,                    12                  ,                    2                  ,                    51T                  ,                    124                  ,                    26.7                  ,                    7                  ,2024
Chargers,                    426                  ,                    1997                  ,                    4.7                  ,                    7                  ,                    13                  ,                    3                  ,                    54                  ,                    108                  ,                    25.4                  ,                    6                  ,2024
Broncos,                    424                  ,                    1639                  ,                    3.9                  ,                    10                  ,                    11                  ,                    3                  ,                    43                  ,                    82                  ,                    19.3                  ,                    7                  ,2024
Vikings,                    392                  ,                    1588                  ,                    4                  ,                    12                  ,                    5                  ,                    2                  ,                    47                  ,                    83                  ,                    21.2                  ,                    5                  ,2024
49ers,                    476                  ,                    2118                  ,                    4.4                  ,                    24                  ,                    11                  ,                    4                  ,                    65T                  ,                    118                  ,                    24.8                  ,                    8                  ,2024
